Q1,Q2,Q3,EN,SN,FN,F,M,Predicted_MAPE
1.1681431758117862,1.0348147520875244,2.0004283883635607,0.3675623225542403,0.1870200269579113,0.04193574138061768,0.0013081185193595396,664.7883042918397,4.408619611687112
0.9527258235147551,0.9890784977700962,1.2364826683917443,0.3888916051265023,0.1519990216757214,0.03225467616338288,0.0014000962063635172,766.550070265185,4.470267818583455
1.3201922094320018,0.9368458877506504,1.4023950465698873,0.3027097425523449,0.13450130745063216,0.0337297545757238,0.0013079303566996205,518.3914222749665,4.50507529829726
1.2435175434066592,1.0537645283183337,1.5071252959808634,0.2588207011926887,0.1534220263534891,0.07025343941690478,0.0014108689073607141,694.1351543125775,4.5719951226791755
1.527869803549604,0.9414938662580707,1.646288525750844,0.33343692509811385,0.15160564212890676,0.07720010767092912,0.001421902929327787,647.579447804364,4.649894659687352
1.5297345543703367,1.0570738505184085,2.559985083184108,0.371471992978922,0.1962010543857895,0.03940916865202078,0.0014881091399689796,506.59699523348974,4.674504231369649
1.4251295815987532,1.0923597569228711,1.551995194523973,0.36443063659047525,0.13392370620522343,0.07377740411863967,0.001372364168942754,731.0497463170323,4.717991683027901
1.5272966700453199,1.0142751574727595,2.047850433146012,0.3424726570192066,0.1394573393534513,0.03932969280772225,0.0014890865983779274,530.7343402693645,4.719298127229437
1.4199221300004607,0.9305427152906758,1.3234969343519425,0.3503131456387476,0.19422669107919138,0.06516733192107267,0.0014750701191039374,720.2346479016221,4.720475248777055
1.4187699095733302,1.0510683418503401,1.317624043298852,0.27124517242093665,0.19729091740541477,0.05298215921759014,0.0014261958741076449,707.0051349507236,4.724968704547861
1.5725992002655034,1.0068564061952725,0.9079799935726063,0.39853024645152,0.17424094038533472,0.06500712821401836,0.0014442882994535034,757.7080401335777,4.7588240966342
1.5438531695919022,1.03758723112796,1.836834138870232,0.2789545318494226,0.13452185917772808,0.031259612238747465,0.0014104062656307547,671.8265542166612,4.776581012787401
0.9802198261475833,1.0634100464394216,1.4082125556011635,0.37116637088358684,0.12677136855548957,0.04339407752964387,0.0013628100054645798,514.954350779582,4.801978321361231
1.2062988971852755,0.9648295586746801,1.6945378627817707,0.3516893480754941,0.16357245323557557,0.0840044835040345,0.0013804897589872428,608.3223560497606,4.9045148961844625
1.0983257705694627,0.9935333068274419,1.772511919891806,0.3345828846565848,0.1362940213155347,0.032142312957281,0.0013395467330144738,629.4558282327488,4.9165915342893225
1.3320539658861725,1.0787831664174636,1.7563038397065958,0.26896748808540033,0.13404567950353424,0.06704257320176293,0.001321546430631921,553.6747684873826,4.962117236557241
1.5705856367079585,0.9315360546772163,1.3504545909468493,0.3124866580966752,0.13257002472154775,0.03883946740570739,0.001492184160550128,527.4803506265455,4.969035785586819
