TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,1.176386754624417
0.01,16.105224016224604,17.06257381038146
0.02,32.21044803244921,32.9487608661385
0.030000000000000002,48.31567204867382,48.83494792189555
0.04,64.42089606489841,64.72113497765258
0.05,80.52612008112303,80.60732203340963
0.060000000000000005,96.63134409734764,96.49350908916668
0.06999999999999999,112.73656811357223,112.37969614492371
0.08,128.84179212979683,128.26588320068078
0.09000000000000001,144.94701614602147,144.1520702564378
0.1,161.05224016224605,160.03825731219484
0.11,177.15746417847066,175.9244443679519
0.12000000000000001,193.26268819469527,191.81063142370894
0.13,209.36791221091988,207.696818479466
0.13999999999999999,225.47313622714447,223.583005535223
0.15,240.78582518820753,239.46919259098004
0.16,255.76678929762178,255.3553796467371
0.17,268.91532371295943,271.2415667024942
0.18000000000000002,282.3728749699461,287.1277537582512
