TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,276.3785762679835
0.01,16.105224016224604,278.1640491515673
0.02,32.21044803244921,279.9495220351512
0.030000000000000002,48.31567204867382,281.734994918735
0.04,64.42089606489841,283.5204678023189
0.05,80.52612008112303,285.3059406859027
0.060000000000000005,96.63134409734764,287.0914135694866
0.06999999999999999,112.73656811357223,288.8768864530704
0.08,128.84179212979683,290.6623593366542
0.09000000000000001,144.94701614602147,292.44783222023807
0.1,161.05224016224605,294.2333051038219
0.11,177.15746417847066,296.01877798740577
0.12000000000000001,193.26268819469527,297.8042508709896
0.13,209.36791221091988,299.58972375457347
0.13999999999999999,225.47313622714447,301.3751966381573
0.15,240.78582518820753,303.16066952174117
0.16,255.76678929762178,304.946142405325
0.17,268.91532371295943,306.73161528890887
0.18000000000000002,282.3728749699461,308.5170881724927
0.19,297.4220534296472,310.30256105607657
0.2,312.3908593629143,312.0880339396604
0.21000000000000002,327.25420129434406,313.87350682324427
0.22,340.85358851507226,315.65897970682806
0.22999999999999998,353.91820765657826,317.4444525904119
0.24000000000000002,361.35093059880666,319.22992547399576
0.25,367.37801075071775,321.0153983575796
0.26,373.40509090262884,322.80087124116346
0.27,379.4321710545399,324.5863441247473
0.27999999999999997,384.9956309531467,326.37181700833116
0.29000000000000004,390.55745889183567,328.157289891915
0.3,396.11928683052463,329.94276277549886
0.31000000000000005,400.74590308633213,331.7282356590827
0.32,403.7592417167498,333.51370854266656
0.33,406.7725803471675,335.2991814262504
0.34,409.78591897758525,337.08465430983426
0.35000000000000003,412.79925760800296,338.8701271934181
0.36000000000000004,415.81259623842067,340.65560007700196
0.37,417.91526456713143,342.44107296058576
0.38,419.8429122703169,344.22654584416966
0.39,421.77055997350243,346.01201872775346
0.4,423.6982076766879,347.7974916113373
0.41000000000000003,425.62585537987337,349.58296449492116
0.42000000000000004,427.5535030830589,351.368437378505
0.43,429.48115078624437,353.15391026208886
0.44,430.83137186016586,354.9393831456727
0.45000000000000007,432.1400423238884,356.72485602925656
0.45999999999999996,433.44871278761093,358.5103289128404
0.47000000000000003,434.75738325133347,360.29580179642426
0.48000000000000004,436.06605371505606,362.0812746800081
0.49,437.3747241787786,363.86674756359196
0.5,438.6833946425011,365.65222044717575
0.51,439.8578177447917,367.43769333075966
0.52,440.7737946263208,369.22316621434345
0.53,441.6897715078499,371.0086390979273
0.54,442.605748389379,372.79411198151115
0.55,443.5217252709081,374.57958486509506
0.5599999999999999,444.4377021524372,376.36505774867885
0.5700000000000001,445.35367903396633,378.1505306322627
0.5800000000000001,446.26965591549543,379.93600351584655
0.59,447.18563279702454,381.7214763994304
0.6,448.03433161601885,383.50694928301425
0.61,448.82807370107895,385.2924221665981
0.6200000000000001,449.6218157861391,387.07789505018195
0.63,450.4155578711992,388.8633679337658
0.64,451.2092999562593,390.64884081734965
0.65,452.0030420413195,392.4343137009335
0.66,452.7967841263796,394.21978658451735
0.67,453.5905262114397,396.00525946810114
0.68,454.3452878780695,397.79073235168505
0.6900000000000001,455.0013524087441,399.57620523526884
0.7000000000000001,455.6574169394187,401.3616781188527
0.7100000000000001,456.3134814700933,403.14715100243654
0.7200000000000001,456.9695460007679,404.93262388602045
0.73,457.6256105314425,406.71809676960424
0.74,458.2816750621171,408.5035696531881
0.7500000000000001,458.9377395927917,410.28904253677194
0.76,459.59380412346627,412.0745154203558
0.77,460.21055103419144,413.85998830393964
0.78,460.80868110923996,415.6454611875235
0.79,461.4068111842884,417.43093407110734
0.8,462.00494125933693,419.21640695469114
0.8099999999999999,462.6030713343854,421.00187983827504
