TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,1.4210854715202004e-14
0.01,16.105224016224604,16.105224016224618
0.02,32.21044803244921,32.21044803244922
0.030000000000000002,48.31567204867382,48.315672048673825
0.04,64.42089606489841,64.42089606489843
0.05,80.52612008112303,80.52612008112303
0.060000000000000005,96.63134409734764,96.63134409734764
0.06999999999999999,112.73656811357223,112.73656811357222
0.08,128.84179212979683,128.84179212979683
0.09000000000000001,144.94701614602147,144.94701614602144
