,E,SIGMA_Y,r2,MAPE,ZERO,WINDOW_LENGTH,MULTI
59,155983.83321072801,391.1756348342469,0.958,53.70104920661743,28,59,4.560484059352863e-05
47,188383.74203611905,351.4178531454907,0.978,34.62975660150491,20,47,8.036474933586464e-05
53,182442.84790396277,365.91441899083424,0.979,33.1501922645416,22,53,8.07080987821614e-05
41,190792.60792166626,340.414111509566,0.976,35.35241636716907,19,41,8.110043041928144e-05
35,166688.46802987167,257.513410007489,0.952,29.1250841832707,13,35,0.00012693164523064013
77,166688.46802987167,257.513410007489,0.952,29.1250841832707,13,77,0.00012693164523064013
89,166688.46802987167,257.513410007489,0.952,29.1250841832707,13,89,0.00012693164523064013
17,184818.99651591046,99.69605278148647,0.968,9.501500727066414,6,17,0.0010218924430917618
29,184818.99651591046,99.69605278148647,0.968,9.501500727066414,6,29,0.0010218924430917618
