U,RF
0.0,0.0
3.7e-05,-4.2118763296906856e-39
7.4e-05,-4.6834666267079703e-39
0.00011099999999999999,-2.7142767157915285e-39
0.000148,3.961875783189686e-40
0.000185,3.348420430883848e-39
0.00022199999999999998,4.8429160171634346e-39
0.000259,3.5801685124180577e-39
0.000296,-1.7205548354752277e-39
0.00033299999999999996,-9.916051156708855e-39
0.00037,-1.5071197880484184e-38
0.00040699999999999997,-1.0688364407479641e-38
0.00044399999999999995,9.479751112150278e-39
0.000481,3.961884850982562e-38
0.000518,5.674664930948753e-38
0.0005549999999999999,3.656920548018597e-38
0.000592,-4.364097605512153e-38
0.000629,-1.5821195083586402e-37
0.0006659999999999999,-2.2500199479463092e-37
0.000703,-1.5867681734789503e-37
0.00074,1.2349996230230372e-37
0.0007769999999999999,5.538808824768378e-37
0.0008139999999999999,8.348270544289037e-37
0.000851,6.492737180307982e-37
0.0008879999999999999,-3.164287545523177e-37
0.0009249999999999999,-1.9139555940756387e-36
0.000962,-3.070268487218379e-36
0.0009989999999999999,-2.602145499187062e-36
0.001036,6.710521197653579e-37
0.001073,6.556193078889312e-36
0.0011099999999999999,1.1229863900824799e-35
0.001147,1.0275907118893744e-35
0.001184,-7.21576812477675e-37
0.0012209999999999999,-2.2239045825595053e-35
0.001258,-4.0857022622558876e-35
0.001295,-4.009364454542897e-35
0.0013319999999999999,-3.4670489362655835e-36
0.001369,7.458136034702027e-35
0.001406,1.4785490418879347e-34
0.0014429999999999998,1.548439382485059e-34
0.00148,3.403649324561433e-35
0.001517,-2.467721374910617e-34
0.0015539999999999998,-5.3215700886262705e-34
0.001591,-5.927305195089349e-34
0.0016279999999999999,-1.989256456352494e-34
0.0016649999999999998,8.033361742387112e-34
0.001702,1.9046257572688718e-33
0.0017389999999999999,2.2511122888767037e-33
0.0017759999999999998,9.860350814628353e-34
0.001813,-2.5628376685782057e-33
0.0018499999999999999,-6.777186125224538e-33
0.001887,-8.48880738864986e-33
0.001924,-4.5002254096923836e-33
0.001961,7.965305793887135e-33
0.0019979999999999998,2.3967420057979295e-32
0.002035,3.1802024432559434e-32
0.002072,1.9536012952624033e-32
0.0021089999999999998,-2.389331751560206e-32
0.002146,-8.420620899320239e-32
0.002183,-1.1841449830196937e-31
0.0022199999999999998,-8.1983146915815e-32
0.002257,6.806541822276277e-32
0.002294,2.937607076167583e-31
0.0023309999999999997,4.3836648662231965e-31
0.002368,3.3567535177844444e-31
0.002405,-1.7832924725689153e-31
0.0024419999999999997,-1.0169026398079318e-30
0.002479,-1.613808839083977e-30
0.002516,-1.3487571478685979e-30
0.0025529999999999997,3.966360201916261e-31
0.00259,3.489934746308993e-30
0.002627,5.9088565801075545e-30
0.0026639999999999997,5.338446416408536e-30
0.002701,-5.358741063336124e-31
0.002738,-1.1861270406050705e-29
0.0027749999999999997,-2.1519028424890912e-29
0.002812,-2.086960031823519e-29
0.002849,-1.2734382414640189e-30
0.0028859999999999997,3.9865351992405756e-29
0.002923,7.794899570949233e-29
0.00296,8.073459789833473e-29
0.0029969999999999997,1.5978853355330698e-29
0.003034,-1.3224372870444513e-28
0.003071,-2.808252365583072e-28
0.0031079999999999997,-3.0949704795034763e-28
0.003145,-9.792447546228365e-29
0.003182,4.318586901125238e-28
0.0032189999999999996,1.006107289597635e-27
0.0032559999999999998,1.1769641968930141e-27
0.003293,4.953291851456846e-28
0.0033299999999999996,-1.3832400507464063e-27
0.0033669999999999998,-3.583826468178867e-27
0.003404,-4.443540366904409e-27
0.0034409999999999996,-2.286301126463001e-27
0.0034779999999999998,4.321919396002576e-27
0.003515,1.2688732018773854e-26
0.0035519999999999996,1.6665591948584616e-26
0.0035889999999999997,9.997275920794308e-27
0.003626,-1.3060354199621238e-26
0.003663,-4.463571189354147e-26
0.0036999999999999997,-6.21197175504587e-26
0.003737,-4.2167411833373765e-26
0.003774,3.7622309326214894e-26
0.0038109999999999997,1.559293168961088e-25
0.003848,2.3019999263432585e-25
0.003885,1.7330934641751047e-25
0.003922,-1.0046468764600638e-25
0.003959,-5.40600307784698e-25
0.0039959999999999996,-8.483136807704719e-25
0.004033,-6.984531892806373e-25
0.00407,2.3275561618134803e-25
0.0041069999999999995,1.858465125953987e-24
0.004144,3.1091259692606406e-24
0.004181,2.771256911760157e-24
0.0042179999999999995,-3.681876764762474e-25
0.004255,-6.3286746833071665e-24
0.004292,-1.133417185573695e-23
0.0043289999999999995,-1.0855905873728177e-23
0.004366,-3.651034172429059e-25
0.004403,2.1318421291465664e-23
0.0044399999999999995,4.1097526617241327e-23
0.004477,4.207063490542486e-23
0.004514,7.336134110191887e-24
0.0045509999999999995,-7.090726224793976e-23
0.004588,-1.4821469772509947e-22
0.004625,-1.6153122833940504e-22
0.0046619999999999995,-4.777917922759899e-23
0.004699,2.322988419864318e-22
0.004736,5.315720346803753e-22
0.0047729999999999995,6.151443598134592e-22
0.00481,2.476067299784538e-22
0.004847,-7.470006379640131e-22
0.0048839999999999995,-1.89558087057715e-21
0.004921,-2.3254262370884447e-21
0.004958,-1.1579780627322641e-21
0.0049949999999999994,2.3459347317365503e-21
0.005032,6.7190999513062436e-21
0.005069,8.731880616295983e-21
0.005105999999999999,5.10545111505364e-21
0.005143,-7.138970260633168e-21
0.00518,-2.366506654665011e-20
0.005216999999999999,-3.2583697950231476e-20
0.005254,-2.1658120699522593e-20
0.005291,2.0777934712833027e-20
0.005327999999999999,8.277961793003882e-20
0.005365,1.2087405980042137e-19
0.005402,8.93929192685157e-20
0.005438999999999999,-5.644128550120474e-20
0.005476,-2.8740528357405653e-19
0.005513,-4.45876871577923e-19
0.005549999999999999,-3.614165553119665e-19
0.005587,1.3544539578624492e-19
0.005624,9.896887994056894e-19
0.005660999999999999,1.635810782874962e-18
0.005698,1.4377215050986162e-18
0.005735,-2.4023750814523784e-19
0.005771999999999999,-3.3766318520433263e-18
0.005809,-5.9692910014303474e-18
0.005846,-5.644315003572459e-18
0.005882999999999999,-2.780390573606639e-20
0.00592,1.1399099878414374e-17
0.005957,2.166649477940705e-17
0.005993999999999999,2.1914983808648435e-17
0.006031,3.2851699235282068e-18
0.006068,-3.801012029282016e-17
0.006104999999999999,-7.821747109929939e-17
0.006142,-8.428045776852033e-17
0.006179,-2.3135400087669817e-17
0.006215999999999999,1.2490320155156511e-16
0.006253,2.8081871887701886e-16
0.00629,3.2142275750033507e-16
0.006326999999999999,1.2331999361276966e-16
0.006364,-4.0316822441030535e-16
0.006401,-1.0024792472549516e-15
0.006437999999999999,-1.2166600783544321e-15
0.006475,-5.851911707968759e-16
0.0065119999999999996,1.2723523541649957e-15
0.006548999999999999,3.557456964479949e-15
0.006586,4.573938568320956e-15
0.0066229999999999995,2.603085322946077e-15
0.006659999999999999,-3.898177985860722e-15
0.006697,-1.2545297853140168e-14
0.0067339999999999995,-1.708733206281267e-14
0.006770999999999999,-1.1109950720098461e-14
0.006808,1.1457868742803758e-14
0.0068449999999999995,4.3942806769228694e-14
0.006881999999999999,6.345612747720775e-14
0.006919,4.605892185316071e-14
0.0069559999999999995,-3.162637420036141e-14
0.006992999999999999,-1.5279785242817666e-13
0.00703,-2.3431988374764347e-13
0.0070669999999999995,-1.8684889152611036e-13
0.007103999999999999,7.828946947940794e-14
0.007141,5.270666367545033e-13
0.0071779999999999995,8.605534656990192e-13
0.007215,7.453129984894737e-13
0.007252,-1.5170451364054654e-13
0.0072889999999999995,-1.8017687256868489e-12
0.007326,-3.143497572051551e-12
0.007363,-2.932460594401908e-12
0.0073999999999999995,7.576877983860221e-14
0.007437,6.096859760080929e-12
0.007474,1.142213217985298e-11
0.0075109999999999994,1.1407299289781393e-11
0.007548,1.408074340492318e-12
0.007585,-2.038734606185555e-11
0.0076219999999999994,-4.1281568420310863e-11
0.007659,-4.394390456019354e-11
0.007696,-1.10416374619123e-11
0.007732999999999999,6.722278752230474e-11
0.00777,1.483876531745753e-10
0.007807,1.678465109976336e-10
0.007844,6.091309629684997e-11
0.007880999999999999,-2.1789233916010184e-10
0.007918,-5.30288508083243e-10
0.007955,-6.358502838105653e-10
0.007991999999999999,-2.9305587621869093e-10
0.008029,6.941551432223875e-10
0.008066,1.9023862053906774e-09
0.008102999999999999,2.4606727902749434e-09
0.00814,1.4881092642817844e-09
0.008177,-1.7436484914522198e-09
0.008213999999999999,-4.849282826655604e-09
0.008251,-2.534750751114553e-09
0.008288,1.0605505384865722e-08
0.008324999999999999,4.124226721119174e-08
0.008362,1.3794278596079442e-07
0.008399,3.9982208808652266e-07
0.008435999999999999,9.290098204992852e-07
0.008473,1.848257757646757e-06
0.00851,4.54599257205497e-06
0.008546999999999999,1.2388912660124985e-05
0.008584,2.8915830627469506e-05
0.008621,5.7772341592832676e-05
0.008657999999999999,0.00011813278172609508
0.008695,0.00026084635883739444
0.008732,0.0005406223855758828
0.008768999999999999,0.0010123050258775501
0.008806,0.0018117081028827672
0.008843,0.003292513832278043
0.008879999999999999,0.0058446752104109444
0.008917,0.009858147657516383
0.008954,0.01578033907597912
0.008990999999999999,0.024264932547642098
0.009028,0.03601188779404438
0.009065,0.051721164536723936
0.009101999999999999,0.07169632253269254
0.009139,0.0943303714681346
0.009176,0.11744145579194573
0.009212999999999999,0.13884760545080502
0.00925,0.15651084207877608
0.009287,0.16933084174471408
0.009323999999999999,0.17658267572894543
0.009361,0.1775424120869951
0.009398,0.17191076583000497
0.009434999999999999,0.1631866535452377
0.009472,0.1568688449783215
0.009509,0.15847400260939437
0.009545999999999999,0.1730766804047128
0.009583,0.20016041768781903
0.00962,0.2353749962874738
0.009656999999999999,0.2742953016155382
0.009694,0.3125852831354583
0.009731,0.34757658310151746
0.009767999999999999,0.37808096450185
0.009805,0.40296157246254816
0.009842,0.42114320412079614
0.009878999999999999,0.4333892251488369
0.009916,0.44257089114807324
0.009953,0.4516752897404924
0.009989999999999999,0.4636581197864375
0.010027,0.47979445300781826
0.010064,0.49886470162061697
0.010100999999999999,0.5194470779775175
0.010138,0.5401250039344322
0.010175,0.5601029887592877
0.010211999999999999,0.5797868358476584
0.010249,0.5997196812858986
0.010286,0.6204439987209801
0.010322999999999999,0.6422234533911899
0.01036,0.6646119536470068
0.010397,0.6870521225517302
0.010433999999999999,0.7089866172466014
0.010471,0.7300931938613305
0.010508,0.7508463589429523
0.010544999999999999,0.7718892408515627
0.010582,0.7938649679472615
0.010619,0.817339294236052
0.010655999999999999,0.8425261943430964
0.010693,0.8695397222220775
0.01073,0.8984939249903813
0.010766999999999999,0.9294357065080656
0.010804,0.9620003613638629
0.010841,0.9956672868677957
0.010877999999999999,1.029915585502041
0.010915,1.0641721805689413
0.010952,1.0974264488460852
0.010988999999999999,1.128449327274501
0.011026,1.1560101422425748
0.011063,1.1789965133954665
0.011099999999999999,1.1976889341285861
0.011137,1.2132750098116165
0.011174,1.2269578501116845
0.011210999999999999,1.2399750887476375
0.011248,1.2541597758515777
0.011285,1.2718473081056991
0.011321999999999999,1.295388823533545
0.011359,1.32706178673451
0.011396,1.367154644308385
0.011432999999999999,1.4137879788771208
0.01147,1.4649728472960348
0.011507,1.518720806031263
0.011543999999999999,1.573066928593669
0.011581,1.6260794435731902
0.011618,1.6758290783472425
0.011654999999999999,1.7204028377139895
0.011692,1.7595023971081392
0.011729,1.7957905831683285
0.011765999999999999,1.8322472530748364
0.011803,1.8718493628388866
0.01184,1.9166803740648621
0.011876999999999999,1.9666721990434313
0.011914,2.02143944845014
0.011951,2.0805966006008614
0.011987999999999999,2.143368868592212
0.012025,2.207736571863256
0.012062,2.271431692555658
0.012098999999999999,2.3321862128110777
0.012136,2.3880812110495273
0.012173,2.4386936994598805
0.012209999999999999,2.4840013097741505
0.012247,2.5239816782470976
0.012284,2.558497026336984
0.012320999999999999,2.586744113116514
0.012358,2.607681697202008
0.012395,2.620268237274099
0.012431999999999999,2.6236785178359696
0.012469,2.618785919447443
0.012506,2.607266028634969
0.012542999999999999,2.5907991796470493
0.01258,2.571112464383138
0.012617,2.550444907785009
0.012653999999999999,2.53135139243696
0.012691,2.5163914536261256
0.012728,2.5080351814835793
0.012764999999999999,2.5073340171537657
0.012802,2.514204747681928
0.012839,2.528532403844838
0.012875999999999999,2.550138344931721
0.012912999999999999,2.5772907715309916
0.01295,2.606653780038739
0.012986999999999999,2.6348176029379387
0.013023999999999999,2.6583968100152933
0.013061,2.6750117912328197
0.013097999999999999,2.683625163505207
0.013134999999999999,2.683292923098209
0.013172,2.673090165028318
0.013208999999999999,2.653671129149874
0.013245999999999999,2.6284259279229367
0.013283,2.601017254895129
0.013319999999999999,2.575103309658127
0.013356999999999999,2.5533138572693894
0.013394,2.5359457421465006
0.013430999999999998,2.522974119300536
0.013467999999999999,2.5143738596513585
0.013505,2.509700631969953
0.013541999999999998,2.5072505635100595
0.013578999999999999,2.5050841972998175
0.013616,2.501262076367366
0.013652999999999998,2.4944271143797954
0.013689999999999999,2.485563757270807
0.013727,2.476244862034447
0.013763999999999998,2.4680432856677386
0.013800999999999999,2.4624987543004866
0.013838,2.460972048370688
0.013874999999999998,2.4647638060824733
0.013911999999999999,2.4751746208872483
0.013949,2.493073679174655
0.013985999999999998,2.51616870419126
0.014022999999999999,2.540760901882369
0.01406,2.5631450647767076
0.014096999999999998,2.579860385223198
0.014133999999999999,2.589927048844888
0.014171,2.5938099605884055
0.014207999999999998,2.591991977409021
0.014244999999999999,2.5850083321825923
0.014282,2.5741566267326186
0.014319,2.5613106146060076
0.014355999999999999,2.548358263712692
0.014393,2.5371098853271246
0.01443,2.527664415053501
0.014466999999999999,2.5184499262591378
0.014504,2.507824939820498
0.014541,2.4941888237134493
0.014577999999999999,2.477427234569908
0.014615,2.459299744342773
0.014652,2.44168560496772
0.014688999999999999,2.426455422624071
0.014726,2.414878706606844
0.014763,2.4072425496000722
0.014799999999999999,2.403743316550571
0.014837,2.404572450284442
0.014874,2.4090601266543827
0.014910999999999999,2.4146975206500687
0.014948,2.418739296222825
0.014985,2.418440973714696
0.015021999999999999,2.4117845717140685
0.015059,2.398800978107789
0.015096,2.3798796769033794
0.015132999999999999,2.355410151902285
0.01517,2.325754898129409
0.015207,2.2911747659380475
0.015243999999999999,2.2519066809231476
0.015281,2.208187568679648
0.015318,2.1603641748567783
0.015354999999999999,2.109338344780339
0.015392,2.056186904945423
0.015429,2.0019867476003435
0.015465999999999999,1.9478104311322044
0.015503,1.8947008838217156
0.01554,1.8436886378317945
0.015576999999999999,1.7958041834845493
0.015614,1.751953034316866
0.015650999999999998,1.7118637837777666
0.015688,1.6746190464143764
0.015725,1.6392947817617924
0.015761999999999998,1.605081427936785
0.015799,1.5727010166358333
0.015836,1.543968234845628
0.015872999999999998,1.5207213100890395
0.01591,1.5047782494023472
0.015947,1.4975533133981709
0.015983999999999998,1.5000884051046908
0.016021,1.5134114977243642
0.016058,1.5385219050450718
0.016094999999999998,1.5754957383196642
0.016132,1.623309902005952
0.016169,1.6808771039629906
0.016205999999999998,1.7471077658796685
0.016243,1.8207771359684612
0.01628,1.9004520836810892
0.016316999999999998,1.9846816860102847
