JOB_NUM,Q1,Q2,Q3,EN,SN,FN,F,M,ORIG_MAPE,MAPE1,MAPE2,WMAPE,KAPPA,SIM_TIME
43,1.48186,1.04699,2.256,0.3521,0.11819,0.08432,0.00133,0.00332,29.58221,1.79951,59.07856,59.97832,2.5,110.28229
44,1.31779,0.94661,2.49714,0.37969,0.168,0.05219,0.00135,0.05611,22.84944,1.80751,45.19073,46.09449,2.5,109.54882
45,1.50313,1.00298,2.44588,0.34279,0.16733,0.04448,0.00141,0.04218,26.47949,1.91203,52.55901,53.51503,2.5,108.68536
46,1.4763,1.09536,2.49242,0.3771,0.17751,0.07743,0.00134,0.12585,25.53102,1.97783,50.53736,51.52628,2.5,111.1588
47,1.38019,0.97389,1.91236,0.26136,0.15515,0.06684,0.00149,964.03638,6.35174,2.17766,10.79648,11.88531,2.5,146.66988
48,0.90565,1.07383,2.49101,0.39255,0.19301,0.06604,0.00131,0.03603,19.26043,1.75186,37.85193,38.72786,2.5,114.92909
49,1.07945,0.92772,2.40164,0.3617,0.17405,0.06566,0.00148,0.00991,21.35951,1.82547,42.10354,43.01627,2.5,116.37016
50,1.0549,0.95073,2.18571,0.34498,0.16949,0.05487,0.00142,0.08867,21.58731,1.8019,42.59969,43.50064,2.5,110.1755
51,1.26332,0.97029,2.46572,0.27122,0.16294,0.06592,0.00139,0.01302,23.51658,2.12719,46.22328,47.28687,2.5,116.60522
52,1.5749,0.99974,1.53648,0.27051,0.13367,0.05032,0.00132,0.01932,14.85042,2.05355,28.44202,29.46879,2.5,114.25671
53,0.92818,0.97158,2.39052,0.36985,0.11411,0.06015,0.00148,6.11451,20.4344,1.66213,40.36953,41.20059,2.5,112.45269
