TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,457.62811353797804
0.01,22.467993645349782,457.8688078645668
0.02,44.935987290699565,458.10950219115557
0.030000000000000002,67.40398093604935,458.35019651774434
0.04,89.87197458139913,458.5908908443331
0.05,112.33996822674891,458.83158517092187
0.060000000000000005,134.8079618720987,459.0722794975106
0.06999999999999999,157.27595551744847,459.31297382409934
0.08,179.74394916279826,459.5536681506881
0.09000000000000001,202.21194280814805,459.7943624772769
0.1,224.67993645349782,460.03505680386564
0.11,248.7133307989527,460.2757511304544
0.12000000000000001,279.5070299027059,460.5164454570432
0.13,310.4675912005687,460.75713978363194
0.13999999999999999,332.74002656390013,460.9978341102207
0.15,348.93151252167206,461.2385284368095
0.16,361.8965044500066,461.47922276339824
0.17,374.0821319575742,461.71991708998695
0.18000000000000002,384.48856715917253,461.9606114165757
0.19,392.25200836858374,462.2013057431645
0.2,396.072466708401,462.44200006975325
0.21000000000000002,399.8929250482183,462.682694396342
0.22,403.71338338803554,462.9233887229308
0.22999999999999998,407.456630122198,463.16408304951955
0.24000000000000002,410.2738162327115,463.4047773761083
0.25,413.091002343225,463.6454717026971
0.26,415.90818845373855,463.88616602928585
0.27,418.72537456425204,464.1268603558746
0.27999999999999997,421.340285621694,464.3675546824633
0.29000000000000004,423.3000497083676,464.6082490090521
0.3,425.2598137950412,464.84894333564085
0.31000000000000005,427.21957788171477,465.0896376622296
0.32,429.17934196838837,465.3303319888184
0.33,431.1391060550619,465.57102631540715
0.34,432.82549011136575,465.8117206419959
0.35000000000000003,434.27272533387253,466.0524149685847
0.36000000000000004,435.7199605563793,466.29310929517345
0.37,437.167195778886,466.5338036217622
0.38,438.6144310013928,466.774497948351
0.39,440.0616662238996,467.01519227493975
0.4,441.43604377670704,467.25588660152846
0.41000000000000003,442.37567228923695,467.4965809281172
0.42000000000000004,443.3153008017668,467.737275254706
0.43,444.2549293142967,467.97796958129476
0.44,445.19455782682655,468.2186639078835
0.45000000000000007,446.13418633935646,468.4593582344723
0.45999999999999996,447.0738148518863,468.70005256106106
0.47000000000000003,448.0134433644162,468.9407468876498
0.48000000000000004,448.95307187694607,469.1814412142386
