DISPLACEMENT,FORCE,STRAIN,STRESS,TRUE_STRAIN,TRUE_STRESS
0.0,0.0,0.0,0.0,0.0,0.0
0.01352,3.048853771,0.0010816,242.62007420950778,0.0010810154921511756,242.8824920817728
0.014603333,3.38232208,0.0011682666399999999,269.1566390804305,0.0011675847475652971,269.4710858028027
0.01677,4.054363011,0.0013416,322.63595714479527,0.0013407008588219682,323.0688055449007
0.018720001,4.372519201,0.00149760008,347.95402230168736,0.0014964797953529614,348.47511827332266
0.020886667,4.653245131,0.0016709333600000002,370.29348200847204,0.0016695389039991643,370.91221774055055
0.02327,4.90079436,0.0018616,389.9928237354408,0.0018598693702140893,390.7188343761067
0.028686667,5.105809017,0.0022949333599999997,406.30737176936054,0.0022923040224378183,407.239820111248
0.034753334,5.274244575,0.0027802667199999997,419.7110475934314,0.002776408927290479,420.8779562510718
0.041903336,5.411205142,0.00335226688,430.6100232167907,0.0033466605591444686,432.0535429358163
0.049920001,5.523495514,0.00399360008,439.54580709950466,0.003985646826910028,441.3011772699009
0.062703334,5.637487085,0.00501626672,448.61696809723503,0.005003727171095343,450.86735046432847
0.073319999,5.712347503,0.00586559992,454.57417088054774,0.0058484642634087,457.2405211008987
0.083936663,5.779551249,0.006714933039999999,459.9220750656438,0.006692488297737791,463.01042100332745
0.094336668,5.838248489,0.00754693344,464.59305301156945,0.0075185978132507525,468.09930585933415
0.105603333,5.89524453,0.00844826664,469.1286538424786,0.008412779763704048,473.0919777986042
0.116653329,5.949688517,0.00933226632,473.4611686688191,0.009288989759902382,477.8796343870149
0.127703334,5.997326686,0.01021626672,477.2520937069176,0.010164433396929256,482.1278283889059
0.139403329,6.046666565,0.01115226632,481.1784365241206,0.011090538312088482,486.5446665956789
0.151103329,6.09515559,0.01208826632,485.0370705313489,0.012015786745652731,490.9003278150044
0.162370013,6.13939085,0.01298960104,488.5572006753265,0.01290595970546463,494.90336379731815
0.17407,6.186178676,0.0139256,492.28045756753824,0.013829529696012248,499.13575830744077
0.18577,6.229563592,0.014861599999999999,495.73291948605157,0.014752248516803118,503.1003038422854
0.197253342,6.270396455,0.01578026736,498.9822954795737,0.01565705348260283,506.8563695101479
0.208953329,6.312930516,0.01671626632,502.36704850853477,0.01657808730544812,510.7647498817958
0.220653329,6.352913034,0.017652266320000002,505.5487561970151,0.01749827462748803,514.4728374791496
0.231703342,6.387790934,0.01853626736,508.3242512918474,0.018366564651635955,517.746685519365
0.242319987,6.420967635,0.01938559896,510.96436927166343,0.01920009184736471,520.8697196172133
0.253153329,6.453293481,0.02025226632,513.5367783619271,0.02004991663921821,523.9370619624276
0.262903342,6.482216929,0.02103226736,515.8384332221578,0.020814142365806778,526.6876850642498
0.272870013,6.511990721,0.02182960104,518.2077563078527,0.02159474699974809,529.5200248838868
0.28197,6.540063314,0.0225576,520.4417022785312,0.022306939866540507,532.1816180218494
0.291503329,6.563031799,0.023320266319999998,522.2694762400722,0.023052503781066998,534.4489395167976
0.301470013,6.591955247,0.02411760104,524.571131100303,0.02383136478878575,537.2225283572816
0.311219987,6.617475786,0.02489759896,526.6019910664127,0.024592704146030535,539.7131162515217
0.320753342,6.641295126,0.02566026736,528.497473917506,0.02533656848431053,542.0588603973138
0.330286671,6.664263611,0.026422933679999996,530.325247879047,0.026079877873255834,544.3379967325845
0.339819987,6.688933296,0.027185598959999998,532.288399035182,0.026822634151232917,546.758977982413
0.34957,6.710200582,0.0279656,533.9807958817064,0.027581703438053988,548.9138892270158
0.359536658,6.733169067,0.028762932640000002,535.8085698432476,0.028357044147622454,551.2199956455837
0.369070013,6.756987896,0.02952560104,537.7040120302529,0.02909811462673574,553.5800461670655
0.377953316,6.774852274,0.030236265279999997,539.1256140622338,0.02978815970410078,555.4267591482624
0.387920013,6.795268705,0.03103360104,540.7503020192062,0.03056179523120581,557.5317311543298
0.397453329,6.817386846,0.03179626632,542.5104077552829,0.03130123121360788,559.7602131616417
0.407636671,6.835251223,0.03261093368,543.9320097076865,0.03209048190241499,561.6701404026929
0.417603329,6.8548168,0.033408266320000005,545.4889888546841,0.032862335987396143,563.7128302689688
0.427353329,6.874382376,0.03418826632,547.0459679221042,0.033616835257141535,565.7485211627072
0.437536671,6.892246754,0.03500293368,548.4675699540852,0.034404261186745194,567.6655439308188
0.446853342,6.908409932,0.03574826736,549.7537947914723,0.035124129137865875,569.4065404298524
0.457036658,6.927125164,0.03656293264,551.2431056334281,0.03591036753870734,571.3981701729675
0.466786658,6.945839886,0.03734293264,552.7323758908734,0.03666257143555334,573.3730237717135
0.476536671,6.960301865,0.03812293368,553.883223613244,0.03741421094876342,574.9988770135163
0.485636658,6.976464533,0.03885093264,555.1694078661205,0.03811522987020327,576.7382571349159
0.49582,6.993478566,0.039665599999999995,556.52334159306,0.03889912298716804,578.5981738513536
0.50557,7.006238835,0.0404456,557.5387715363262,0.0396490829283083,580.0887616743757
0.515753342,7.021551159,0.04126026736,558.7572875637385,0.04043177506014383,581.8117626379667
0.526153329,7.037713826,0.04209226632,560.0434717370375,0.04123048674314539,583.6169707001703
0.535253355,7.049623752,0.0428202684,560.9912335344168,0.04192883940539247,585.0130287244076
0.545436697,7.063234366,0.04363493576,562.0743317827247,0.042709749917897936,586.6004091424089
0.555836684,7.078546689,0.04446693472,563.2928477305596,0.043506644950455045,588.3407540188373
0.565586658,7.092157813,0.045246932639999994,564.375986563378,0.04425315667955462,589.9122688110447
0.576420013,7.103216884,0.04611360104,565.2560394712051,0.045081964946378186,591.3220309608308
