TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,106.09066297956815
0.01,22.467993645349782,116.94505434512135
0.02,44.935987290699565,127.79944571067455
0.030000000000000002,67.40398093604935,138.65383707622775
0.04,89.87197458139913,149.50822844178094
0.05,112.33996822674891,160.3626198073341
0.060000000000000005,134.8079618720987,171.21701117288734
0.06999999999999999,157.27595551744847,182.0714025384405
0.08,179.74394916279826,192.9257939039937
0.09000000000000001,202.21194280814805,203.7801852695469
0.1,224.67993645349782,214.63457663510007
0.11,248.7133307989527,225.4889680006533
0.12000000000000001,279.5070299027059,236.3433593662065
0.13,310.4675912005687,247.1977507317597
0.13999999999999999,332.74002656390013,258.05214209731287
0.15,348.93151252167206,268.90653346286604
0.16,361.8965044500066,279.76092482841926
0.17,374.0821319575742,290.6153161939725
0.18000000000000002,384.48856715917253,301.46970755952566
0.19,392.25200836858374,312.32409892507883
0.2,396.072466708401,323.178490290632
0.21000000000000002,399.8929250482183,334.0328816561853
0.22,403.71338338803554,344.88727302173845
0.22999999999999998,407.456630122198,355.7416643872916
0.24000000000000002,410.2738162327115,366.59605575284485
0.25,413.091002343225,377.450447118398
0.26,415.90818845373855,388.30483848395124
0.27,418.72537456425204,399.1592298495044
0.27999999999999997,421.340285621694,410.0136212150576
0.29000000000000004,423.3000497083676,420.8680125806108
0.3,425.2598137950412,431.722403946164
0.31000000000000005,427.21957788171477,442.5767953117172
0.32,429.17934196838837,453.4311866772704
0.33,431.1391060550619,464.28557804282354
0.34,432.82549011136575,475.13996940837677
0.35000000000000003,434.27272533387253,485.99436077392994
0.36000000000000004,435.7199605563793,496.84875213948317
0.37,437.167195778886,507.70314350503634
0.38,438.6144310013928,518.5575348705895
0.39,440.0616662238996,529.4119262361428
