TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,4.325651652444435
0.01,22.467993645349782,26.33778491754173
0.02,44.935987290699565,48.34991818263902
0.030000000000000002,67.40398093604935,70.36205144773632
0.04,89.87197458139913,92.37418471283361
0.05,112.33996822674891,114.3863179779309
0.060000000000000005,134.8079618720987,136.3984512430282
0.06999999999999999,157.27595551744847,158.41058450812548
0.08,179.74394916279826,180.4227177732228
0.09000000000000001,202.21194280814805,202.4348510383201
0.1,224.67993645349782,224.44698430341737
0.11,248.7133307989527,246.45911756851467
0.12000000000000001,279.5070299027059,268.471250833612
0.13,310.4675912005687,290.4833840987093
0.13999999999999999,332.74002656390013,312.4955173638065
0.15,348.93151252167206,334.50765062890383
0.16,361.8965044500066,356.51978389400114
0.17,374.0821319575742,378.53191715909844
0.18000000000000002,384.48856715917253,400.54405042419575
0.19,392.25200836858374,422.556183689293
