TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,-3.7844628114413865
0.01,22.026186397535298,15.05391139217052
0.02,46.33431219775273,33.892285595782425
0.030000000000000002,70.12781367348653,52.73065979939433
0.04,79.98389337615318,71.56903400300624
0.05,89.83997307881982,90.40740820661814
0.060000000000000005,99.69605278148647,109.24578241023005
0.06999999999999999,110.01989784647358,128.08415661384194
0.08,120.57552313301721,146.92253081745386
0.09000000000000001,131.13114841956087,165.76090502106578
0.1,159.83934974799135,184.59927922467767
0.11,200.2331933776154,203.43765342828956
0.12000000000000001,234.05029075378422,222.27602763190148
0.13,257.513410007489,241.1144018355134
0.13999999999999999,284.18604229537056,259.9527760391253
0.15,299.50558826643777,278.7911502427372
0.16,309.40675799589707,297.62952444634914
0.17,319.3079277253563,316.46789864996106
0.18000000000000002,329.41036987364134,335.306272853573
0.19,340.414111509566,354.1446470571848
