TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,0.08277757053596702
0.01,22.026186397535298,18.327062360932246
0.02,46.33431219775273,36.571347151328524
0.030000000000000002,70.12781367348653,54.8156319417248
0.04,79.98389337615318,73.05991673212108
0.05,89.83997307881982,91.30420152251736
0.060000000000000005,99.69605278148647,109.54848631291364
0.06999999999999999,110.01989784647358,127.7927711033099
0.08,120.57552313301721,146.0370558937062
0.09000000000000001,131.13114841956087,164.28134068410247
0.1,159.83934974799135,182.52562547449875
0.11,200.2331933776154,200.76991026489503
0.12000000000000001,234.05029075378422,219.0141950552913
0.13,257.513410007489,237.2584798456876
0.13999999999999999,284.18604229537056,255.50276463608384
0.15,299.50558826643777,273.7470494264801
0.16,309.40675799589707,291.99133421687645
0.17,319.3079277253563,310.2356190072727
0.18000000000000002,329.41036987364134,328.47990379766895
0.19,340.414111509566,346.7241885880652
0.2,351.4178531454907,364.96847337846157
0.21000000000000002,361.2311975304057,383.2127581688578
