TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,20.885985473652426
0.01,22.026186397535298,36.48436879472523
0.02,46.33431219775273,52.08275211579803
0.030000000000000002,70.12781367348653,67.68113543687083
0.04,79.98389337615318,83.27951875794363
0.05,89.83997307881982,98.87790207901644
0.060000000000000005,99.69605278148647,114.47628540008924
0.06999999999999999,110.01989784647358,130.07466872116203
0.08,120.57552313301721,145.67305204223484
0.09000000000000001,131.13114841956087,161.27143536330766
0.1,159.83934974799135,176.86981868438045
0.11,200.2331933776154,192.46820200545326
0.12000000000000001,234.05029075378422,208.06658532652605
0.13,257.513410007489,223.66496864759887
0.13999999999999999,284.18604229537056,239.26335196867166
0.15,299.50558826643777,254.86173528974444
0.16,309.40675799589707,270.4601186108173
0.17,319.3079277253563,286.0585019318901
0.18000000000000002,329.41036987364134,301.65688525296287
0.19,340.414111509566,317.25526857403565
0.2,351.4178531454907,332.85365189510844
0.21000000000000002,361.2311975304057,348.45203521618134
0.22,365.91441899083424,364.05041853725413
0.22999999999999998,370.59764045126275,379.6488018583268
0.24000000000000002,375.2808619116913,395.2471851793997
0.25,379.96408337211983,410.8455685004725
0.26,384.64730483254834,426.4439518215453
0.27,388.34128593600065,442.0423351426181
