TRUE_STRAIN,TRUE_STRESS,PRED_TRUE_STRESS
0.0,0.0,380.155736266844
0.01,22.026186397535298,380.59313133194024
0.02,46.33431219775273,381.03052639703645
0.030000000000000002,70.12781367348653,381.4679214621327
0.04,79.98389337615318,381.90531652722893
0.05,89.83997307881982,382.3427115923252
0.060000000000000005,99.69605278148647,382.7801066574214
0.06999999999999999,110.01989784647358,383.2175017225177
0.08,120.57552313301721,383.6548967876139
0.09000000000000001,131.13114841956087,384.09229185271016
0.1,159.83934974799135,384.52968691780643
0.11,200.2331933776154,384.96708198290264
0.12000000000000001,234.05029075378422,385.4044770479989
0.13,257.513410007489,385.8418721130951
0.13999999999999999,284.18604229537056,386.2792671781914
0.15,299.50558826643777,386.7166622432876
0.16,309.40675799589707,387.15405730838387
0.17,319.3079277253563,387.5914523734801
0.18000000000000002,329.41036987364134,388.02884743857635
0.19,340.414111509566,388.46624250367256
0.2,351.4178531454907,388.90363756876883
0.21000000000000002,361.2311975304057,389.3410326338651
0.22,365.91441899083424,389.7784276989613
0.22999999999999998,370.59764045126275,390.2158227640576
0.24000000000000002,375.2808619116913,390.6532178291538
0.25,379.96408337211983,391.09061289425006
0.26,384.64730483254834,391.52800795934627
0.27,388.34128593600065,391.96540302444254
0.27999999999999997,391.1756348342469,392.40279808953875
0.29000000000000004,394.0099837324932,392.840193154635
0.3,396.8443326307394,393.2775882197313
0.31000000000000005,399.6786815289857,393.7149832848275
0.32,402.51303042723197,394.15237834992377
0.33,405.3473793254782,394.58977341502
0.34,408.10942770230463,395.02716848011625
0.35000000000000003,409.6900853473674,395.46456354521246
0.36000000000000004,411.2707429924302,395.9019586103087
0.37,412.85140063749304,396.33935367540494
0.38,414.43205828255583,396.7767487405012
0.39,416.0127159276186,397.2141438055975
0.4,417.5933735726814,397.6515388706937
0.41000000000000003,419.17403121774424,398.08893393578995
0.42000000000000004,420.75468886280703,398.52632900088616
0.43,422.3353465078698,398.96372406598243
0.44,423.9160041529326,399.40111913107864
0.45000000000000007,424.8696723171742,399.8385141961749
0.45999999999999996,425.77656827558616,400.2759092612711
0.47000000000000003,426.6834642339981,400.7133043263674
0.48000000000000004,427.59036019241006,401.1506993914636
0.49,428.497256150822,401.5880944565599
0.5,429.40415210923396,402.02548952165614
0.51,430.3110480676459,402.46288458675235
0.52,431.21794402605786,402.9002796518486
0.53,432.12483998446976,403.33767471694483
0.54,433.0317359428817,403.7750697820411
0.55,433.93863190129366,404.2124648471373
0.5599999999999999,434.8455278597056,404.6498599122336
0.5700000000000001,435.75242381811756,405.08725497732985
0.5800000000000001,436.59362230398955,405.52465004242606
0.59,437.36885086357114,405.96204510752233
0.6,438.1440794231527,406.39944017261854
0.61,438.91930798273427,406.8368352377148
0.6200000000000001,439.69453654231586,407.274230302811
0.63,440.46976510189745,407.7116253679073
0.64,441.244993661479,408.1490204330035
0.65,442.0202222210606,408.58641549809977
0.66,442.79545078064217,409.023810563196
0.67,443.57067934022376,409.46120562829225
0.68,444.3459078998053,409.8986006933885
0.6900000000000001,445.1211364593869,410.3359957584847
0.7000000000000001,445.8821363566685,410.773390823581
0.7100000000000001,446.47576612961893,411.2107858886772
0.7200000000000001,447.06939590256934,411.6481809537735
0.73,447.66302567551975,412.0855760188697
0.74,448.25665544847016,412.52297108396596
0.7500000000000001,448.85028522142056,412.9603661490622
0.76,449.44391499437097,413.39776121415844
0.77,450.03754476732144,413.83515627925465
0.78,450.63117454027184,414.2725513443509
0.79,451.22480431322225,414.7099464094472
0.8,451.81843408617266,415.1473414745434
0.8099999999999999,452.41206385912307,415.58473653963966
0.8200000000000001,453.0056936320735,416.0221316047359
0.83,453.5993234050239,416.45952666983214
0.8400000000000001,454.17592381577253,416.89692173492836
0.8500000000000001,454.6777799890029,417.3343168000246
0.86,455.17963616223324,417.7717118651209
0.8700000000000001,455.68149233546353,418.2091069302171
0.88,456.1833485086939,418.6465019953134
0.89,456.68520468192423,419.0838970604096
0.9000000000000001,457.1870608551546,419.52129212550585
0.91,457.6889170283849,419.95868719060206
0.9199999999999999,458.19077320161523,420.39608225569833
0.93,458.6926293748456,420.83347732079454
0.9400000000000001,459.1944855480759,421.2708723858908
0.95,459.6963417213062,421.708267450987
0.9600000000000001,460.1981978945366,422.1456625160833
0.97,460.7000540677669,422.58305758117956
0.98,461.2019102409972,423.02045264627577
0.9900000000000001,461.66280006493344,423.45784771137204
1.0,462.1018122913526,423.89524277646825
1.0100000000000002,462.54082451777174,424.3326378415645
1.02,462.9798367441909,424.77003290666073
1.03,463.41884897061,425.207427971757
1.04,463.85786119702914,425.64482303685327
1.05,464.2968734234483,426.0822181019495
1.06,464.73588564986744,426.5196131670457
1.07,465.17489787628654,426.95700823214196
1.08,465.6139101027057,427.3944032972382
1.09,466.05292232912484,427.83179836233444
1.1,466.491934555544,428.2691934274307
1.11,466.9309467819631,428.7065884925269
1.1199999999999999,467.36995900838224,429.1439835576232
